Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
7918,41.52,692,745.99,11520,18,4,Mobile,3GL,C++,NESMA,Infrastructure Software,Website,Enhancement,1.55,9.611,18
7919,69.44,868,870.16,8800,11,5,Enterprise,3GL,ASP.Net,IFPUG 4+,Real-Time Application,Website,New Development,4.11,15.782,11
7920,58.96,737,798.28,5440,17,2,Mobile,3GL,ASP.Net,COSMIC,Infrastructure Software,Website,Re-development,3.24,21.676,17
7921,54.87,930,958.93,8960,14,4,Embedded,3GL,C#,NESMA,Real-Time Application,Air Traffic Management,Other,4.04,16.607,14
7922,64.64,808,820.02,17920,16,7,Enterprise,3GL,Python,FiSMA,Real-Time Application,Human Resources,Not Defined,3.53,7.214,16
7923,35.92,449,416.21,6400,8,5,Embedded,3GL,.Net,IFPUG 4+,Real-Time Application,IT Management,Other,1.28,11.225,8
7924,11.09,853,903.58,15680,14,7,Enterprise,4GL,SQL,FiSMA,Business Application,Website,Enhancement,1.38,8.704,14
7925,33.52,419,390.65,13440,12,7,Web,3GL,Javascript,IFPUG 4+,Business Application,IT Management,Enhancement,0.78,4.988,12
7926,14.0,175,186.05,8960,14,4,Mobile,3GL,PHP,IFPUG 4+,Infrastructure Software,IT Management,Enhancement,2.65,3.125,14
7927,29.2,365,332.17,23040,12,12,Web,3GL,ASP.Net,NESMA,Real-Time Application,Internet Banking,Enhancement,1.03,2.535,12
7928,47.08,798,734.73,10240,16,4,Embedded,3GL,C#,NESMA,Infrastructure Software,IT Management,Enhancement,3.81,12.469,16
7929,27.52,344,311.7,4800,10,3,Mobile,3GL,.Net,FiSMA,Real-Time Application,Human Resources,Not Defined,2.54,11.467,10
7930,36.06,601,652.17,6400,10,4,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,Air Traffic Management,Other,1.33,15.025,10
7931,56.99,966,879.51,5120,8,4,Mobile,3GL,C#,FiSMA,Real-Time Application,Air Traffic Management,Other,1.06,30.188,8
7932,45.36,756,754.63,8000,10,5,Mobile,3GL,C++,COSMIC,Infrastructure Software,Website,Enhancement,2.46,15.12,10
7933,77.28,966,977.83,5760,9,4,Mobile,3GL,Python,IFPUG 4+,Infrastructure Software,Website,Re-development,4.49,26.833,9
7934,28.02,467,454.24,4480,7,4,Mobile,3GL,C++,COSMIC,Mathematically Intensive Application,Website,New Development,4.86,16.679,7
7935,9.72,162,163.09,5760,12,3,Embedded,3GL,C++,NESMA,Business Application,Internet Banking,Other,0.38,4.5,12
7936,101.82,688,698.34,22400,10,14,Enterprise,3GL,C,IFPUG 4+,Mathematically Intensive Application,Transaction System,New Development,4.97,4.914,10
7937,71.44,893,935.16,11200,14,5,Mobile,3GL,.Net,FiSMA,Infrastructure Software,Air Traffic Management,Other,4.49,12.757,14
7938,43.12,539,533.79,12000,15,5,Mobile,3GL,.Net,FiSMA,Real-Time Application,IT Management,New Development,3.37,7.187,15
7939,35.0,700,659.62,4800,6,5,Mobile,3GL,Visual Basic,COSMIC,Mathematically Intensive Application,E-Business,Re-development,3.61,23.333,6
7940,41.94,699,714.14,1920,3,4,Embedded,3GL,C++,COSMIC,Infrastructure Software,Human Resources,Not Defined,1.8,58.25,3
7941,11.0,550,579.26,7040,4,11,Enterprise,4GL,Oracle Forms,FiSMA,Infrastructure Software,Air Traffic Management,Other,0.26,12.5,4
7942,46.4,580,635.03,7200,15,3,Embedded,3GL,Python,FiSMA,Business Application,Human Resources,Other,0.47,12.889,15
7943,79.28,991,897.47,3360,3,7,Web,3GL,ASP.Net,COSMIC,Business Application,Website,Re-development,1.25,47.19,3
7944,19.88,994,1011.64,5120,8,4,Enterprise,4GL,ABAP,FiSMA,Business Application,Website,Enhancement,1.09,31.062,8
7945,54.8,685,724.39,20480,16,8,Enterprise,3GL,Javascript,COSMIC,Infrastructure Software,Air Traffic Management,Enhancement,1.69,5.352,16
7946,83.77,566,511.1,8800,5,11,Web,3GL,C,NESMA,Business Application,Website,Not Defined,1.25,10.291,5
7947,74.88,936,894.27,31360,14,14,Web,3GL,Python,NESMA,Mathematically Intensive Application,Website,Re-development,2.88,4.776,14
7948,58.64,733,717.34,7200,9,5,Embedded,3GL,Javascript,FiSMA,Real-Time Application,Human Resources,Re-development,2.4,16.289,9
7949,35.8,716,749.48,3840,6,4,Mobile,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,Website,Enhancement,3.58,29.833,6
7950,33.12,414,441.37,11520,8,9,Enterprise,3GL,PHP,FiSMA,Business Application,Website,Not Defined,0.2,5.75,8
7951,43.92,732,738.99,6240,13,3,Mobile,3GL,C++,NESMA,Business Application,Human Resources,Enhancement,0.81,18.769,13
7952,23.2,290,311.33,6240,13,3,Enterprise,3GL,ASP.Net,FiSMA,Business Application,Internet Banking,New Development,0.69,7.436,13
7953,49.36,617,560.54,6720,6,7,Web,3GL,ASP.Net,FiSMA,Real-Time Application,Air Traffic Management,Re-development,2.2,14.69,6
7954,49.32,822,762.97,31360,14,14,Web,3GL,C++,NESMA,Real-Time Application,IT Management,Not Defined,1.64,4.194,14
7955,15.25,305,299.45,18720,13,9,Web,3GL,Visual Basic,FiSMA,Business Application,Human Resources,Re-development,1.42,2.607,13
7956,31.68,396,430.21,3520,11,2,Embedded,3GL,.Net,NESMA,Business Application,Air Traffic Management,Enhancement,0.4,18.0,11
7957,49.36,617,593.99,4800,6,5,Embedded,3GL,.Net,COSMIC,Mathematically Intensive Application,Internet Banking,Re-development,2.11,20.567,6
7958,26.58,443,468.09,14400,18,5,Mobile,3GL,C++,IFPUG 4+,Real-Time Application,Transaction System,Re-development,4.46,4.922,18
7959,38.4,640,646.05,12800,16,5,Mobile,3GL,C++,NESMA,Business Application,Transaction System,Enhancement,1.29,8.0,16
7960,17.88,298,320.61,11520,12,6,Enterprise,3GL,Java,NESMA,Business Application,Transaction System,Enhancement,0.3,4.139,12
7961,3.2,246,266.65,31200,15,13,Enterprise,4GL,SQL,IFPUG 4+,Business Application,Transaction System,Not Defined,1.08,1.262,15
7962,137.94,932,893.43,4480,14,2,Mobile,3GL,C,FiSMA,Infrastructure Software,Human Resources,New Development,3.97,33.286,14
7963,59.82,997,961.88,7040,11,4,Mobile,3GL,C++,FiSMA,Infrastructure Software,Human Resources,Not Defined,4.15,22.659,11
7964,2.38,119,119.24,16000,10,10,Enterprise,4GL,ABAP,NESMA,Real-Time Application,E-Business,Not Defined,0.7,1.19,10
7965,45.52,569,542.37,3360,7,3,Embedded,3GL,PHP,FiSMA,Mathematically Intensive Application,Air Traffic Management,Other,3.39,27.095,7
7966,29.1,485,444.77,7680,16,3,Embedded,3GL,Java,IFPUG 4+,Real-Time Application,Human Resources,New Development,4.92,10.104,16
7967,15.84,198,196.73,8960,14,4,Embedded,3GL,Python,IFPUG 4+,Business Application,Human Resources,New Development,1.29,3.536,14
7968,34.52,585,541.74,8640,18,3,Web,3GL,C#,COSMIC,Mathematically Intensive Application,Internet Banking,Re-development,4.65,10.833,18
7969,55.92,699,690.25,9600,6,10,Web,3GL,ASP.Net,NESMA,Mathematically Intensive Application,Air Traffic Management,New Development,4.96,11.65,6
7970,41.44,518,503.36,4800,10,3,Web,3GL,Python,NESMA,Mathematically Intensive Application,Human Resources,Other,1.61,17.267,10
7971,41.59,281,262.98,4800,10,3,Web,3GL,C,FiSMA,Mathematically Intensive Application,Website,New Development,3.77,9.367,10
7972,102.86,695,653.97,18720,9,13,Web,3GL,C,NESMA,Infrastructure Software,Human Resources,Enhancement,3.11,5.94,9
7973,8.88,111,105.41,19200,12,10,Web,3GL,.Net,COSMIC,Business Application,Transaction System,Other,1.41,0.925,12
7974,94.28,637,632.42,4480,14,2,Mobile,3GL,C,NESMA,Mathematically Intensive Application,E-Business,Re-development,1.72,22.75,14
7975,16.2,270,261.94,22880,13,11,Web,3GL,C++,IFPUG 4+,Business Application,IT Management,New Development,0.68,1.888,13
7976,6.54,109,117.29,6240,13,3,Enterprise,3GL,Java,IFPUG 4+,Business Application,Internet Banking,Re-development,1.07,2.795,13
7977,18.84,314,330.96,5760,3,12,Enterprise,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Human Resources,Other,4.51,8.722,3
7978,20.16,252,237.44,5440,17,2,Embedded,3GL,Python,FiSMA,Business Application,IT Management,Not Defined,0.37,7.412,17
7979,54.4,680,669.3,8640,9,6,Web,3GL,PHP,NESMA,Mathematically Intensive Application,Human Resources,New Development,2.44,12.593,9
7980,12.0,600,653.83,29120,13,14,Enterprise,4GL,Oracle Forms,FiSMA,Business Application,Transaction System,Not Defined,0.38,3.297,13
7981,26.15,523,493.81,16640,8,13,Web,3GL,Visual Basic,FiSMA,Business Application,Transaction System,Enhancement,1.23,5.029,8
7982,77.6,970,901.02,8800,11,5,Embedded,3GL,Javascript,IFPUG 4+,Infrastructure Software,E-Business,Re-development,2.62,17.636,11
7983,66.08,826,880.65,11200,14,5,Mobile,3GL,Python,NESMA,Business Application,E-Business,Re-development,0.67,11.8,14
7984,24.54,416,410.74,27200,17,10,Web,3GL,C#,IFPUG 4+,Real-Time Application,Air Traffic Management,Not Defined,3.83,2.447,17
7985,76.24,953,908.13,17600,11,10,Web,3GL,.Net,COSMIC,Mathematically Intensive Application,Website,Enhancement,4.48,8.664,11
7986,13.14,657,665.27,29120,13,14,Enterprise,4GL,PowerBuilder,IFPUG 4+,Real-Time Application,Transaction System,New Development,0.58,3.61,13
7987,50.4,630,659.89,4480,7,4,Enterprise,3GL,Javascript,COSMIC,Mathematically Intensive Application,Transaction System,Enhancement,2.73,22.5,7
7988,110.85,749,705.61,23040,12,12,Web,3GL,C,NESMA,Infrastructure Software,IT Management,New Development,2.43,5.201,12
7989,13.26,221,200.96,3840,12,2,Mobile,3GL,C++,IFPUG 4+,Real-Time Application,Air Traffic Management,Re-development,3.7,9.208,12
7990,15.84,198,187.21,6720,3,14,Web,3GL,Python,FiSMA,Mathematically Intensive Application,Internet Banking,Enhancement,4.98,4.714,3
7991,75.92,949,1014.71,18720,9,13,Enterprise,3GL,Python,NESMA,Business Application,Human Resources,Other,1.07,8.111,9
7992,5.1,102,102.77,5280,11,3,Embedded,3GL,Visual Basic,COSMIC,Mathematically Intensive Application,Internet Banking,Enhancement,1.45,3.091,11
7993,26.32,329,314.57,3840,6,4,Mobile,3GL,PHP,IFPUG 4+,Business Application,Human Resources,New Development,1.01,13.708,6
7994,20.53,348,379.81,5120,16,2,Mobile,3GL,C#,IFPUG 4+,Mathematically Intensive Application,Internet Banking,New Development,1.63,10.875,16
7995,40.0,800,740.66,8640,9,6,Web,3GL,Visual Basic,IFPUG 4+,Infrastructure Software,Internet Banking,Other,1.75,14.815,9
7996,58.65,994,994.16,11200,14,5,Embedded,3GL,C#,COSMIC,Infrastructure Software,Website,Other,3.98,14.2,14
7997,39.84,498,537.09,3360,7,3,Embedded,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,Human Resources,Other,3.73,23.714,7
7998,35.28,441,454.94,28160,16,11,Enterprise,3GL,ASP.Net,FiSMA,Infrastructure Software,Transaction System,Re-development,3.53,2.506,16
7999,58.8,980,970.95,15360,12,8,Web,3GL,C++,NESMA,Real-Time Application,Transaction System,Enhancement,1.16,10.208,12
8000,54.48,908,904.49,7040,11,4,Embedded,3GL,Java,NESMA,Real-Time Application,Internet Banking,Not Defined,3.59,20.636,11
8001,10.52,809,826.92,15840,11,9,Enterprise,4GL,SQL,IFPUG 4+,Mathematically Intensive Application,E-Business,Enhancement,0.33,8.172,11
8002,18.24,228,206.3,12000,15,5,Mobile,3GL,Javascript,COSMIC,Mathematically Intensive Application,Air Traffic Management,New Development,1.12,3.04,15
8003,25.12,314,328.4,3520,11,2,Embedded,3GL,Javascript,NESMA,Real-Time Application,Website,Other,4.37,14.273,11
8004,27.44,343,342.65,3840,6,4,Mobile,3GL,PHP,NESMA,Real-Time Application,Website,New Development,1.05,14.292,6
8005,37.36,467,441.07,7680,8,6,Web,3GL,Javascript,IFPUG 4+,Infrastructure Software,Transaction System,New Development,2.03,9.729,8
8006,38.24,478,491.98,5280,11,3,Mobile,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,Air Traffic Management,New Development,2.07,14.485,11
8007,16.76,838,843.41,12800,16,5,Enterprise,4GL,Oracle Forms,IFPUG 4+,Infrastructure Software,Human Resources,Enhancement,0.31,10.475,16
8008,53.28,666,680.67,960,3,2,Embedded,3GL,PHP,IFPUG 4+,Real-Time Application,Human Resources,Enhancement,2.43,111.0,3
8009,37.23,631,592.58,8640,9,6,Web,3GL,C#,NESMA,Infrastructure Software,Website,Re-development,1.75,11.685,9
8010,58.68,978,959.8,6400,8,5,Web,3GL,C++,NESMA,Real-Time Application,E-Business,Other,1.12,24.45,8
8011,37.0,740,706.26,10400,13,5,Embedded,3GL,Visual Basic,NESMA,Business Application,E-Business,New Development,0.44,11.385,13
8012,18.22,911,922.15,30720,16,12,Enterprise,4GL,Oracle Forms,IFPUG 4+,Infrastructure Software,Human Resources,Not Defined,0.54,4.745,16
8013,17.6,220,210.74,6400,10,4,Embedded,3GL,Javascript,COSMIC,Real-Time Application,E-Business,Other,2.31,5.5,10
8014,53.04,884,837.79,10240,16,4,Embedded,3GL,Java,COSMIC,Infrastructure Software,Internet Banking,Other,4.42,13.812,16
8015,7.76,388,425.12,8000,10,5,Enterprise,4GL,PowerBuilder,NESMA,Real-Time Application,IT Management,New Development,0.28,7.76,10
8016,3.95,304,315.12,28160,16,11,Enterprise,4GL,SQL,IFPUG 4+,Mathematically Intensive Application,Internet Banking,New Development,0.24,1.727,16
8017,25.36,317,286.3,10080,7,9,Web,3GL,Python,COSMIC,Business Application,IT Management,Other,0.65,5.032,7
8018,19.28,241,248.44,4320,9,3,Mobile,3GL,ASP.Net,IFPUG 4+,Business Application,Transaction System,Re-development,0.35,8.926,9
8019,25.2,315,343.01,9600,12,5,Embedded,3GL,.Net,FiSMA,Business Application,Website,Other,1.07,5.25,12
8020,51.6,860,909.27,23040,18,8,Enterprise,3GL,C++,FiSMA,Infrastructure Software,IT Management,New Development,3.08,5.972,18
8021,147.56,997,968.62,3200,5,4,Embedded,3GL,C,FiSMA,Business Application,Human Resources,Enhancement,0.57,49.85,5
8022,34.4,430,406.01,17920,14,8,Web,3GL,Javascript,NESMA,Business Application,Website,New Development,0.78,3.839,14
8023,66.72,834,821.81,13440,6,14,Web,3GL,.Net,COSMIC,Real-Time Application,IT Management,Other,4.63,9.929,6
8024,56.64,944,969.08,13440,14,6,Enterprise,3GL,Java,COSMIC,Business Application,IT Management,Not Defined,0.35,11.238,14
8025,12.52,963,982.39,24960,12,13,Enterprise,4GL,SQL,IFPUG 4+,Real-Time Application,IT Management,Not Defined,0.55,6.173,12
8026,3.03,233,250.64,13440,7,12,Enterprise,4GL,SQL,FiSMA,Infrastructure Software,Internet Banking,Not Defined,1.01,2.774,7
8027,31.44,524,533.72,13440,12,7,Enterprise,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Not Defined,1.03,6.238,12
8028,45.0,750,799.01,18720,13,9,Enterprise,3GL,C++,COSMIC,Mathematically Intensive Application,E-Business,Other,2.13,6.41,13
8029,79.2,990,976.75,4480,14,2,Mobile,3GL,Python,NESMA,Business Application,Air Traffic Management,Other,0.67,35.357,14
8030,28.68,478,470.45,5600,5,7,Web,3GL,Java,NESMA,Real-Time Application,Transaction System,Other,3.12,13.657,5
8031,71.04,888,931.45,1280,4,2,Embedded,3GL,Javascript,FiSMA,Real-Time Application,IT Management,Re-development,2.04,111.0,4
8032,58.56,732,731.03,1280,4,2,Mobile,3GL,ASP.Net,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Re-development,1.46,91.5,4
8033,42.72,534,505.02,2560,8,2,Embedded,3GL,.Net,COSMIC,Infrastructure Software,IT Management,New Development,1.52,33.375,8
8034,41.34,689,682.29,22400,14,10,Web,3GL,C++,IFPUG 4+,Real-Time Application,Website,New Development,1.02,4.921,14
8035,50.4,840,802.34,10080,7,9,Web,3GL,Java,NESMA,Business Application,Internet Banking,New Development,0.64,13.333,7
8036,145.19,981,955.76,27200,17,10,Web,3GL,C,COSMIC,Infrastructure Software,Internet Banking,New Development,3.84,5.771,17
8037,42.36,706,679.21,4160,13,2,Mobile,3GL,Java,FiSMA,Business Application,Internet Banking,Not Defined,1.25,27.154,13
8038,18.3,366,341.12,17600,11,10,Web,3GL,Visual Basic,IFPUG 4+,Real-Time Application,Transaction System,Not Defined,1.21,3.327,11
8039,19.04,952,991.11,15360,12,8,Enterprise,4GL,PowerBuilder,NESMA,Business Application,Website,New Development,0.28,9.917,12
8040,70.8,885,880.24,9600,15,4,Embedded,3GL,PHP,FiSMA,Mathematically Intensive Application,Transaction System,Other,2.45,14.75,15
8041,65.12,814,774.53,8160,17,3,Web,3GL,.Net,COSMIC,Mathematically Intensive Application,Human Resources,Not Defined,1.67,15.961,17
8042,12.88,161,152.19,14400,18,5,Web,3GL,PHP,COSMIC,Infrastructure Software,Human Resources,Enhancement,3.52,1.789,18
8043,23.76,297,309.55,5600,7,5,Embedded,3GL,Javascript,COSMIC,Real-Time Application,E-Business,New Development,2.58,8.486,7
8044,1.86,143,154.65,8640,6,9,Enterprise,4GL,SQL,COSMIC,Real-Time Application,E-Business,Enhancement,0.63,2.648,6
8045,71.68,896,977.35,26880,12,14,Enterprise,3GL,PHP,FiSMA,Mathematically Intensive Application,Website,Enhancement,3.16,5.333,12
8046,55.36,692,633.01,16320,17,6,Web,3GL,Python,FiSMA,Real-Time Application,Website,Other,1.57,6.784,17
8047,49.84,623,599.15,4800,6,5,Embedded,3GL,.Net,COSMIC,Infrastructure Software,Human Resources,Other,4.13,20.767,6
8048,22.88,286,310.88,5760,9,4,Embedded,3GL,.Net,FiSMA,Infrastructure Software,Website,New Development,4.73,7.944,9
8049,17.88,298,286.79,25920,18,9,Web,3GL,C++,COSMIC,Mathematically Intensive Application,Website,Not Defined,1.04,1.84,18
8050,55.05,933,853.02,11520,18,4,Embedded,3GL,C#,FiSMA,Mathematically Intensive Application,Transaction System,Enhancement,1.69,12.958,18
8051,34.16,427,449.92,8320,13,4,Mobile,3GL,Javascript,COSMIC,Real-Time Application,Internet Banking,New Development,4.7,8.212,13
8052,9.36,117,110.82,6720,14,3,Web,3GL,Python,FiSMA,Real-Time Application,Transaction System,Enhancement,4.08,2.786,14
8053,48.5,970,987.59,7200,15,3,Embedded,3GL,Visual Basic,FiSMA,Real-Time Application,IT Management,Enhancement,2.04,21.556,15
8054,32.24,403,380.8,10400,5,13,Web,3GL,Python,COSMIC,Mathematically Intensive Application,Air Traffic Management,Other,3.72,6.2,5
8055,19.24,130,122.07,29920,17,11,Web,3GL,C,COSMIC,Mathematically Intensive Application,Website,Enhancement,2.43,0.695,17
8056,76.4,955,867.41,3200,4,5,Embedded,3GL,Python,FiSMA,Infrastructure Software,Internet Banking,Enhancement,1.6,47.75,4
8057,6.33,487,519.83,11520,8,9,Enterprise,4GL,SQL,FiSMA,Business Application,Internet Banking,Enhancement,0.23,6.764,8
8058,49.2,615,573.0,31200,15,13,Web,3GL,PHP,NESMA,Real-Time Application,Human Resources,New Development,2.84,3.154,15
8059,126.54,855,909.49,4160,13,2,Embedded,3GL,C,IFPUG 4+,Business Application,IT Management,Not Defined,1.14,32.885,13
8060,14.58,729,781.5,27200,17,10,Enterprise,4GL,PowerBuilder,COSMIC,Mathematically Intensive Application,Air Traffic Management,Re-development,0.48,4.288,17
8061,24.32,304,276.83,5120,16,2,Embedded,3GL,ASP.Net,COSMIC,Infrastructure Software,Website,Re-development,4.14,9.5,16
8062,128.46,868,889.43,2400,5,3,Enterprise,3GL,C,FiSMA,Mathematically Intensive Application,Human Resources,Re-development,1.66,57.867,5
8063,14.52,242,235.44,15360,16,6,Web,3GL,Java,NESMA,Infrastructure Software,Website,Enhancement,2.28,2.521,16
8064,11.72,586,605.38,33280,16,13,Enterprise,4GL,PowerBuilder,IFPUG 4+,Business Application,Transaction System,Re-development,0.64,2.817,16
8065,72.96,493,515.7,5760,12,3,Embedded,3GL,C,COSMIC,Real-Time Application,Internet Banking,Re-development,2.46,13.694,12
8066,39.72,662,657.44,4000,5,5,Mobile,3GL,C++,COSMIC,Business Application,Transaction System,Enhancement,0.74,26.48,5
8067,22.24,278,263.4,9600,10,6,Web,3GL,Javascript,IFPUG 4+,Real-Time Application,Website,New Development,4.96,4.633,10
8068,75.52,944,880.83,5280,11,3,Web,3GL,.Net,NESMA,Real-Time Application,E-Business,New Development,3.15,28.606,11
8069,2.7,135,147.88,28160,16,11,Enterprise,4GL,Oracle Forms,COSMIC,Mathematically Intensive Application,Internet Banking,Re-development,1.18,0.767,16
8070,26.76,446,421.2,3360,3,7,Web,3GL,C++,COSMIC,Mathematically Intensive Application,Transaction System,Re-development,2.97,21.238,3
8071,44.16,552,528.78,4800,3,10,Web,3GL,Python,COSMIC,Infrastructure Software,Internet Banking,Not Defined,1.31,18.4,3
8072,37.44,468,431.08,14400,15,6,Web,3GL,.Net,NESMA,Mathematically Intensive Application,Air Traffic Management,Re-development,4.92,5.2,15
8073,27.6,345,311.86,16800,15,7,Web,3GL,Javascript,FiSMA,Infrastructure Software,Website,Enhancement,2.91,3.286,15
8074,48.84,814,761.04,4320,3,9,Web,3GL,Java,FiSMA,Business Application,Human Resources,New Development,1.04,30.148,3
8075,34.0,425,464.72,4480,14,2,Embedded,3GL,Python,NESMA,Real-Time Application,IT Management,Re-development,4.29,15.179,14
8076,3.72,186,199.07,8000,10,5,Enterprise,4GL,ABAP,COSMIC,Mathematically Intensive Application,IT Management,Not Defined,0.53,3.72,10
8077,8.76,146,144.47,13440,12,7,Web,3GL,Java,NESMA,Real-Time Application,Air Traffic Management,Enhancement,2.15,1.738,12
8078,30.92,524,561.49,6240,13,3,Embedded,3GL,C#,FiSMA,Infrastructure Software,Transaction System,Not Defined,3.39,13.436,13
8079,17.72,886,958.43,12960,9,9,Enterprise,4GL,ABAP,IFPUG 4+,Real-Time Application,Human Resources,Enhancement,0.98,10.938,9
8080,26.35,527,577.43,5760,9,4,Mobile,3GL,Visual Basic,FiSMA,Real-Time Application,IT Management,New Development,4.29,14.639,9
8081,16.48,824,834.96,26400,15,11,Enterprise,4GL,Oracle Forms,FiSMA,Infrastructure Software,IT Management,Re-development,0.51,4.994,15
8082,9.6,480,512.57,40320,18,14,Enterprise,4GL,Oracle Forms,NESMA,Mathematically Intensive Application,Human Resources,Not Defined,0.53,1.905,18
8083,41.16,686,741.08,10240,16,4,Embedded,3GL,Java,IFPUG 4+,Real-Time Application,E-Business,Re-development,2.48,10.719,16
8084,74.3,502,525.07,12000,15,5,Embedded,3GL,C,IFPUG 4+,Real-Time Application,Human Resources,Re-development,4.75,6.693,15
8085,21.1,422,421.67,29920,17,11,Web,3GL,Visual Basic,NESMA,Mathematically Intensive Application,E-Business,New Development,3.49,2.257,17
8086,29.2,584,580.95,17280,18,6,Web,3GL,Visual Basic,COSMIC,Mathematically Intensive Application,IT Management,Other,4.77,5.407,18
8087,56.48,706,644.58,3520,11,2,Mobile,3GL,ASP.Net,NESMA,Infrastructure Software,IT Management,Other,4.97,32.091,11
8088,70.88,886,970.91,9600,15,4,Mobile,3GL,Python,NESMA,Real-Time Application,IT Management,Not Defined,1.43,14.767,15
8089,17.1,855,880.68,24640,11,14,Enterprise,4GL,Oracle Forms,COSMIC,Mathematically Intensive Application,IT Management,New Development,0.7,5.552,11
8090,9.1,455,484.02,5120,8,4,Enterprise,4GL,Oracle Forms,NESMA,Mathematically Intensive Application,Human Resources,New Development,1.0,14.219,8
8091,35.12,439,469.68,8800,11,5,Mobile,3GL,Python,COSMIC,Real-Time Application,Internet Banking,Re-development,2.39,7.982,11
8092,57.76,722,670.65,5760,12,3,Embedded,3GL,ASP.Net,COSMIC,Infrastructure Software,Human Resources,Not Defined,1.58,20.056,12
8093,27.84,348,330.66,10240,16,4,Embedded,3GL,ASP.Net,NESMA,Infrastructure Software,IT Management,Re-development,4.05,5.438,16
8094,3.76,188,204.11,26880,14,12,Enterprise,4GL,ABAP,IFPUG 4+,Infrastructure Software,Internet Banking,Re-development,0.79,1.119,14
8095,30.85,617,634.52,4800,10,3,Mobile,3GL,Visual Basic,NESMA,Mathematically Intensive Application,Website,Re-development,3.08,20.567,10
8096,12.58,629,662.69,28160,16,11,Enterprise,4GL,ABAP,COSMIC,Infrastructure Software,Human Resources,New Development,0.64,3.574,16
8097,10.36,518,535.11,3840,4,6,Enterprise,4GL,ABAP,FiSMA,Mathematically Intensive Application,IT Management,Not Defined,0.91,21.583,4
8098,11.5,575,596.76,11200,7,10,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Website,Not Defined,1.33,8.214,7
8099,6.0,120,109.76,1920,6,2,Embedded,3GL,Visual Basic,COSMIC,Real-Time Application,E-Business,Re-development,3.3,10.0,6
8100,12.88,161,164.7,3200,5,4,Mobile,3GL,Python,FiSMA,Infrastructure Software,Internet Banking,Other,2.44,8.05,5
8101,26.02,441,473.76,7200,15,3,Embedded,3GL,C#,FiSMA,Infrastructure Software,Transaction System,Re-development,3.6,9.8,15
8102,45.44,307,300.93,10880,17,4,Mobile,3GL,C,COSMIC,Real-Time Application,Human Resources,Enhancement,4.43,4.515,17
8103,7.2,360,370.18,5760,4,9,Enterprise,4GL,Oracle Forms,FiSMA,Business Application,Air Traffic Management,Other,0.56,10.0,4
8104,27.68,346,352.41,34560,18,12,Enterprise,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Human Resources,Not Defined,1.84,1.602,18
8105,39.6,792,752.28,14400,18,5,Embedded,3GL,Visual Basic,IFPUG 4+,Real-Time Application,IT Management,Enhancement,1.24,8.8,18
8106,9.6,160,175.95,5120,4,8,Enterprise,3GL,C++,NESMA,Infrastructure Software,Transaction System,Not Defined,2.89,5.0,4
8107,44.49,754,775.07,8960,14,4,Embedded,3GL,C#,IFPUG 4+,Mathematically Intensive Application,IT Management,Other,1.19,13.464,14
8108,51.96,866,790.82,8320,13,4,Embedded,3GL,Java,NESMA,Business Application,Transaction System,Not Defined,1.18,16.654,13
8109,40.96,512,469.78,23040,18,8,Web,3GL,PHP,COSMIC,Business Application,Human Resources,Not Defined,1.11,3.556,18
8110,75.76,947,982.38,5280,11,3,Mobile,3GL,PHP,NESMA,Business Application,Air Traffic Management,Other,0.94,28.697,11
8111,57.42,957,961.1,10240,16,4,Embedded,3GL,Java,IFPUG 4+,Mathematically Intensive Application,E-Business,Enhancement,4.68,14.953,16
8112,10.3,206,204.41,8800,5,11,Web,3GL,Visual Basic,IFPUG 4+,Real-Time Application,IT Management,Not Defined,2.04,3.745,5
8113,37.52,469,452.96,14560,7,13,Web,3GL,PHP,COSMIC,Mathematically Intensive Application,Human Resources,Not Defined,5.0,5.154,7
8114,20.16,252,252.36,3520,11,2,Embedded,3GL,Javascript,NESMA,Infrastructure Software,Human Resources,New Development,3.11,11.455,11
8115,42.9,715,679.5,3840,8,3,Mobile,3GL,C++,FiSMA,Real-Time Application,Website,Enhancement,3.33,29.792,8
8116,67.28,841,865.15,5120,16,2,Mobile,3GL,.Net,NESMA,Real-Time Application,Human Resources,Other,2.25,26.281,16
8117,62.64,783,746.24,5440,17,2,Embedded,3GL,Javascript,IFPUG 4+,Real-Time Application,E-Business,Not Defined,3.79,23.029,17
8118,54.58,925,957.25,1920,3,4,Embedded,3GL,C#,FiSMA,Mathematically Intensive Application,IT Management,Other,2.04,77.083,3
8119,19.04,238,238.02,7680,16,3,Mobile,3GL,ASP.Net,NESMA,Mathematically Intensive Application,Human Resources,Enhancement,4.1,4.958,16
