Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
4067,65.6,820,772.08,24640,14,11,Web,3GL,Javascript,FiSMA,Business Application,IT Management,New Development,1.16,5.325,14
4068,76.37,516,484.97,1920,6,2,Embedded,3GL,C,FiSMA,Business Application,Air Traffic Management,Enhancement,0.74,43.0,6
4069,75.28,941,911.47,4800,3,10,Web,3GL,Python,IFPUG 4+,Real-Time Application,Website,Other,4.28,31.367,3
4070,20.16,252,233.89,10560,11,6,Web,3GL,.Net,IFPUG 4+,Infrastructure Software,Internet Banking,Re-development,4.77,3.818,11
4071,71.44,893,972.45,20160,9,14,Enterprise,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Other,1.3,7.087,9
4072,56.8,710,667.91,8800,11,5,Mobile,3GL,Javascript,NESMA,Mathematically Intensive Application,E-Business,Enhancement,3.26,12.909,11
4073,43.12,539,495.11,5760,18,2,Mobile,3GL,Python,NESMA,Mathematically Intensive Application,Human Resources,Enhancement,1.3,14.972,18
4074,73.85,499,482.15,1920,4,3,Mobile,3GL,C,COSMIC,Real-Time Application,Internet Banking,Re-development,3.34,41.583,4
4075,44.55,891,839.6,31360,14,14,Web,3GL,Visual Basic,NESMA,Infrastructure Software,E-Business,Other,1.64,4.546,14
4076,56.88,711,666.93,6400,10,4,Mobile,3GL,PHP,NESMA,Real-Time Application,IT Management,New Development,1.12,17.775,10
4077,10.64,133,131.74,6400,8,5,Embedded,3GL,PHP,NESMA,Real-Time Application,E-Business,New Development,1.13,3.325,8
4078,47.92,599,552.84,8160,17,3,Mobile,3GL,ASP.Net,NESMA,Infrastructure Software,Transaction System,Enhancement,2.16,11.745,17
4079,12.78,213,204.59,3840,6,4,Web,3GL,C++,COSMIC,Infrastructure Software,Human Resources,Enhancement,1.47,8.875,6
4080,32.64,408,435.33,14400,15,6,Enterprise,3GL,Python,IFPUG 4+,Business Application,Air Traffic Management,Not Defined,0.86,4.533,15
4081,37.04,463,485.1,6400,10,4,Embedded,3GL,Python,COSMIC,Real-Time Application,IT Management,Re-development,4.68,11.575,10
4082,36.52,619,572.52,6720,7,6,Web,3GL,C#,NESMA,Real-Time Application,Website,New Development,1.07,14.738,7
4083,6.02,301,314.78,40320,18,14,Enterprise,4GL,ABAP,FiSMA,Real-Time Application,E-Business,Re-development,0.9,1.194,18
4084,15.36,768,806.59,5120,8,4,Enterprise,4GL,Oracle Forms,COSMIC,Infrastructure Software,Internet Banking,Re-development,0.29,24.0,8
4085,61.52,769,762.28,6720,7,6,Web,3GL,Javascript,FiSMA,Real-Time Application,Transaction System,Not Defined,3.75,18.31,7
4086,9.98,499,536.97,7200,9,5,Enterprise,4GL,PowerBuilder,IFPUG 4+,Business Application,Website,Not Defined,0.46,11.089,9
4087,43.84,548,598.26,6400,8,5,Mobile,3GL,Javascript,COSMIC,Real-Time Application,Air Traffic Management,New Development,4.54,13.7,8
4088,31.04,388,389.91,13440,12,7,Enterprise,3GL,PHP,FiSMA,Mathematically Intensive Application,Website,Enhancement,2.68,4.619,12
4089,47.28,591,599.43,1920,6,2,Mobile,3GL,Javascript,NESMA,Real-Time Application,Internet Banking,Re-development,4.14,49.25,6
4090,74.4,930,876.24,12800,10,8,Web,3GL,.Net,IFPUG 4+,Business Application,Air Traffic Management,Other,0.63,11.625,10
4091,19.24,962,1042.4,35840,16,14,Enterprise,4GL,Oracle Forms,FiSMA,Mathematically Intensive Application,E-Business,Enhancement,0.51,4.295,16
4092,60.08,751,808.73,11200,14,5,Enterprise,3GL,.Net,NESMA,Real-Time Application,Air Traffic Management,Enhancement,3.43,10.729,14
4093,40.4,808,852.62,3200,5,4,Mobile,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,IT Management,Enhancement,2.33,40.4,5
4094,31.03,526,562.03,2400,3,5,Mobile,3GL,C#,FiSMA,Mathematically Intensive Application,Transaction System,Not Defined,4.55,35.067,3
4095,60.48,756,696.16,26880,14,12,Web,3GL,ASP.Net,NESMA,Mathematically Intensive Application,Website,Enhancement,3.24,4.5,14
4096,67.76,847,797.07,5280,11,3,Mobile,3GL,ASP.Net,IFPUG 4+,Business Application,Transaction System,Other,1.16,25.667,11
4097,60.96,762,755.18,8160,17,3,Embedded,3GL,Python,NESMA,Mathematically Intensive Application,Air Traffic Management,New Development,3.04,14.941,17
4098,85.84,580,619.64,5760,18,2,Mobile,3GL,C,FiSMA,Business Application,Website,Re-development,0.61,16.111,18
4099,5.02,251,267.76,5280,11,3,Enterprise,4GL,PowerBuilder,NESMA,Real-Time Application,E-Business,Other,1.42,7.606,11
4100,67.93,459,463.5,5120,16,2,Mobile,3GL,C,FiSMA,Business Application,E-Business,New Development,0.91,14.344,16
4101,20.64,344,354.38,7680,12,4,Embedded,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Other,1.2,7.167,12
4102,53.2,665,624.87,17920,8,14,Web,3GL,ASP.Net,IFPUG 4+,Business Application,Transaction System,Enhancement,1.17,5.938,8
4103,49.92,624,676.51,6240,13,3,Embedded,3GL,Javascript,NESMA,Infrastructure Software,Human Resources,New Development,3.97,16.0,13
4104,13.28,166,153.66,14080,11,8,Web,3GL,Javascript,IFPUG 4+,Real-Time Application,E-Business,New Development,4.83,1.886,11
4105,42.56,532,485.99,3840,6,4,Embedded,3GL,Python,FiSMA,Real-Time Application,Transaction System,Enhancement,4.94,22.167,6
4106,70.89,479,481.99,4800,3,10,Enterprise,3GL,C,NESMA,Business Application,Air Traffic Management,Not Defined,1.12,15.967,3
4107,10.44,174,178.7,3520,11,2,Mobile,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Transaction System,Enhancement,3.79,7.909,11
4108,98.72,667,711.3,1280,4,2,Mobile,3GL,C,NESMA,Business Application,E-Business,Enhancement,1.21,83.375,4
4109,129.2,873,880.51,5440,17,2,Mobile,3GL,C,COSMIC,Real-Time Application,Internet Banking,Re-development,2.09,25.676,17
4110,119.44,807,846.34,14560,7,13,Enterprise,3GL,C,FiSMA,Infrastructure Software,Air Traffic Management,Re-development,3.58,8.868,7
4111,32.1,544,526.45,12480,6,13,Web,3GL,C#,FiSMA,Infrastructure Software,E-Business,Not Defined,3.73,6.974,6
4112,25.92,324,343.91,2400,3,5,Embedded,3GL,Javascript,IFPUG 4+,Business Application,Transaction System,New Development,0.81,21.6,3
4113,5.2,260,282.82,3200,4,5,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Internet Banking,Not Defined,0.59,13.0,4
4114,19.56,326,303.74,1600,5,2,Embedded,3GL,Java,COSMIC,Infrastructure Software,Air Traffic Management,Enhancement,3.87,32.6,5
4115,45.44,568,518.68,1440,3,3,Mobile,3GL,.Net,IFPUG 4+,Business Application,Transaction System,Enhancement,1.06,63.111,3
4116,31.56,526,525.54,3840,6,4,Mobile,3GL,C++,COSMIC,Business Application,Transaction System,Not Defined,1.21,21.917,6
4117,93.54,632,575.41,3840,6,4,Mobile,3GL,C,IFPUG 4+,Business Application,Internet Banking,New Development,0.42,26.333,6
4118,10.02,167,152.64,7200,9,5,Web,3GL,Java,FiSMA,Mathematically Intensive Application,Air Traffic Management,Enhancement,1.95,3.711,9
4119,52.08,868,782.32,6400,5,8,Web,3GL,Java,COSMIC,Infrastructure Software,Transaction System,Enhancement,2.45,21.7,5
4120,17.46,296,280.59,4800,10,3,Embedded,3GL,C#,COSMIC,Infrastructure Software,Air Traffic Management,Other,3.77,9.867,10
4121,5.44,272,290.93,5280,3,11,Enterprise,4GL,PowerBuilder,FiSMA,Mathematically Intensive Application,Air Traffic Management,Enhancement,0.67,8.242,3
4122,11.08,554,605.69,10080,7,9,Enterprise,4GL,PowerBuilder,FiSMA,Mathematically Intensive Application,Website,Not Defined,1.0,8.794,7
4123,140.16,947,918.88,7680,16,3,Embedded,3GL,C,COSMIC,Mathematically Intensive Application,Website,Other,2.11,19.729,16
4124,10.64,133,128.81,8800,11,5,Embedded,3GL,PHP,COSMIC,Mathematically Intensive Application,Air Traffic Management,New Development,2.57,2.418,11
4125,17.32,866,915.56,16000,10,10,Enterprise,4GL,PowerBuilder,NESMA,Infrastructure Software,Transaction System,Other,0.82,8.66,10
4126,19.22,961,984.54,3840,6,4,Enterprise,4GL,PowerBuilder,COSMIC,Mathematically Intensive Application,IT Management,New Development,1.25,40.042,6
4127,74.72,934,989.61,6400,4,10,Enterprise,3GL,PHP,NESMA,Mathematically Intensive Application,Internet Banking,Re-development,1.9,23.35,4
4128,10.72,134,121.62,30720,16,12,Web,3GL,.Net,NESMA,Real-Time Application,Air Traffic Management,Re-development,2.95,0.698,16
4129,55.92,699,697.78,11200,14,5,Mobile,3GL,Python,IFPUG 4+,Real-Time Application,IT Management,Re-development,3.24,9.986,14
4130,54.0,675,664.46,16640,13,8,Web,3GL,.Net,NESMA,Mathematically Intensive Application,Air Traffic Management,Enhancement,4.97,6.49,13
4131,20.0,400,374.91,4320,9,3,Embedded,3GL,Visual Basic,FiSMA,Infrastructure Software,Transaction System,Not Defined,4.46,14.815,9
4132,38.88,486,511.57,20160,9,14,Enterprise,3GL,PHP,NESMA,Mathematically Intensive Application,Human Resources,Enhancement,3.33,3.857,9
4133,15.0,750,807.41,1920,3,4,Enterprise,4GL,PowerBuilder,COSMIC,Mathematically Intensive Application,Human Resources,Enhancement,1.37,62.5,3
4134,55.76,697,755.77,7200,15,3,Mobile,3GL,.Net,COSMIC,Real-Time Application,IT Management,Other,4.46,15.489,15
4135,44.56,557,507.67,3360,7,3,Mobile,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,IT Management,New Development,3.28,26.524,7
4136,36.56,457,421.5,7680,16,3,Mobile,3GL,Javascript,NESMA,Infrastructure Software,Human Resources,Other,2.42,9.521,16
4137,25.76,322,307.4,5760,12,3,Mobile,3GL,ASP.Net,FiSMA,Infrastructure Software,Human Resources,Re-development,2.87,8.944,12
4138,16.16,202,210.56,7200,9,5,Embedded,3GL,Python,FiSMA,Real-Time Application,Air Traffic Management,Other,2.99,4.489,9
4139,39.76,497,495.33,9600,12,5,Web,3GL,PHP,IFPUG 4+,Real-Time Application,Human Resources,Other,3.6,8.283,12
4140,12.24,153,138.54,10400,13,5,Mobile,3GL,.Net,NESMA,Infrastructure Software,Website,Other,2.08,2.354,13
4141,69.52,869,843.86,38080,17,14,Web,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Enhancement,3.85,3.651,17
4142,23.78,403,390.87,4800,3,10,Web,3GL,C#,NESMA,Infrastructure Software,Human Resources,Not Defined,3.84,13.433,3
4143,39.22,265,240.08,32640,17,12,Web,3GL,C,COSMIC,Business Application,IT Management,Enhancement,0.3,1.299,17
4144,16.08,268,286.8,4800,15,2,Embedded,3GL,C++,NESMA,Business Application,IT Management,Enhancement,0.47,8.933,15
4145,32.98,559,530.49,1440,3,3,Web,3GL,C#,FiSMA,Real-Time Application,Internet Banking,Not Defined,3.4,62.111,3
4146,66.56,832,829.33,25600,16,10,Web,3GL,Python,COSMIC,Real-Time Application,Human Resources,Re-development,2.8,5.2,16
4147,38.7,656,629.57,1600,5,2,Mobile,3GL,C#,COSMIC,Business Application,Transaction System,Not Defined,0.26,65.6,5
4148,21.15,423,454.23,2560,8,2,Mobile,3GL,Visual Basic,FiSMA,Real-Time Application,IT Management,Enhancement,2.4,26.438,8
4149,34.68,578,584.27,14400,9,10,Enterprise,3GL,C++,COSMIC,Real-Time Application,Internet Banking,Re-development,2.22,6.422,9
4150,43.98,733,785.36,37440,18,13,Enterprise,3GL,Java,COSMIC,Business Application,IT Management,Enhancement,1.2,3.132,18
4151,16.52,826,832.54,17600,11,10,Enterprise,4GL,PowerBuilder,FiSMA,Business Application,Human Resources,New Development,0.43,7.509,11
4152,29.92,374,375.6,5280,11,3,Mobile,3GL,PHP,NESMA,Mathematically Intensive Application,Website,Not Defined,1.84,11.333,11
4153,34.55,691,651.18,5760,9,4,Web,3GL,Visual Basic,NESMA,Real-Time Application,Human Resources,New Development,3.88,19.194,9
4154,38.88,486,532.57,6720,14,3,Embedded,3GL,Python,COSMIC,Infrastructure Software,Transaction System,Enhancement,2.14,11.571,14
4155,131.57,889,873.29,19360,11,11,Web,3GL,C,IFPUG 4+,Real-Time Application,E-Business,Enhancement,4.57,7.347,11
4156,41.35,827,902.49,8640,9,6,Enterprise,3GL,Visual Basic,IFPUG 4+,Business Application,IT Management,Enhancement,0.91,15.315,9
4157,117.36,793,834.38,18720,13,9,Enterprise,3GL,C,IFPUG 4+,Infrastructure Software,Air Traffic Management,Enhancement,1.77,6.778,13
4158,32.52,542,550.53,19360,11,11,Enterprise,3GL,Java,NESMA,Real-Time Application,Internet Banking,Not Defined,4.98,4.479,11
4159,23.52,294,296.73,12000,15,5,Mobile,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,E-Business,Other,4.74,3.92,15
4160,12.78,983,1067.32,13440,7,12,Enterprise,4GL,SQL,IFPUG 4+,Real-Time Application,IT Management,Other,1.25,11.702,7
4161,19.24,130,122.0,5760,12,3,Mobile,3GL,C,IFPUG 4+,Mathematically Intensive Application,Website,New Development,4.34,3.611,12
4162,52.4,655,651.0,15840,9,11,Web,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Website,Other,2.86,6.616,9
4163,35.37,239,216.24,25600,16,10,Web,3GL,C,IFPUG 4+,Mathematically Intensive Application,Human Resources,Enhancement,2.4,1.494,16
4164,38.4,640,610.9,7200,5,9,Web,3GL,C++,NESMA,Real-Time Application,E-Business,Not Defined,3.1,14.222,5
4165,58.17,986,977.85,8000,10,5,Web,3GL,C#,IFPUG 4+,Infrastructure Software,Transaction System,Enhancement,1.41,19.72,10
4166,43.98,733,730.2,14080,8,11,Web,3GL,Java,FiSMA,Mathematically Intensive Application,Transaction System,Other,2.75,8.33,8
4167,24.86,168,182.99,3200,4,5,Enterprise,3GL,C,COSMIC,Mathematically Intensive Application,Air Traffic Management,New Development,4.14,8.4,4
4168,133.2,900,981.83,4320,9,3,Embedded,3GL,C,NESMA,Business Application,IT Management,Other,0.45,33.333,9
4169,35.94,599,587.6,6240,13,3,Web,3GL,Java,NESMA,Business Application,E-Business,Re-development,0.55,15.359,13
4170,6.79,115,111.01,2880,9,2,Embedded,3GL,C#,IFPUG 4+,Real-Time Application,E-Business,Enhancement,2.27,6.389,9
4171,41.54,704,723.88,1920,4,3,Mobile,3GL,C#,FiSMA,Business Application,Air Traffic Management,Re-development,1.22,58.667,4
4172,61.27,414,450.08,2400,5,3,Embedded,3GL,C,COSMIC,Business Application,Transaction System,New Development,0.37,27.6,5
4173,6.24,104,102.26,6720,7,6,Web,3GL,C++,NESMA,Mathematically Intensive Application,Transaction System,Enhancement,2.86,2.476,7
4174,9.56,162,156.08,5120,16,2,Embedded,3GL,C#,COSMIC,Real-Time Application,IT Management,Other,1.3,5.062,16
4175,15.64,782,800.29,6400,8,5,Enterprise,4GL,ABAP,NESMA,Infrastructure Software,Website,New Development,0.2,19.55,8
4176,46.56,582,634.87,5120,8,4,Mobile,3GL,Python,IFPUG 4+,Business Application,Human Resources,Not Defined,0.5,18.188,8
4177,45.02,763,800.08,8960,4,14,Enterprise,3GL,C#,NESMA,Business Application,Internet Banking,Other,1.05,13.625,4
4178,11.12,556,609.59,7680,4,12,Enterprise,4GL,Oracle Forms,IFPUG 4+,Mathematically Intensive Application,Transaction System,New Development,1.3,11.583,4
4179,12.36,206,193.52,5760,12,3,Web,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Re-development,1.35,5.722,12
4180,43.6,545,528.44,15840,11,9,Web,3GL,PHP,NESMA,Infrastructure Software,IT Management,New Development,4.99,5.505,11
4181,28.48,356,366.55,2880,6,3,Embedded,3GL,Python,FiSMA,Mathematically Intensive Application,Transaction System,Enhancement,4.58,19.778,6
4182,6.02,301,310.81,5760,6,6,Enterprise,4GL,PowerBuilder,FiSMA,Business Application,E-Business,Enhancement,1.37,8.361,6
4183,10.21,785,860.61,22880,11,13,Enterprise,4GL,SQL,NESMA,Mathematically Intensive Application,Website,Other,0.61,5.49,11
4184,19.34,967,989.08,3360,7,3,Enterprise,4GL,ABAP,COSMIC,Business Application,E-Business,Re-development,1.05,46.048,7
4185,16.95,339,336.67,2560,4,4,Web,3GL,Visual Basic,FiSMA,Real-Time Application,IT Management,Re-development,2.34,21.188,4
4186,19.44,324,336.88,10240,16,4,Embedded,3GL,Java,FiSMA,Mathematically Intensive Application,Internet Banking,Other,1.05,5.062,16
4187,33.84,564,580.3,4800,5,6,Enterprise,3GL,C++,NESMA,Business Application,IT Management,Enhancement,0.24,18.8,5
4188,34.64,433,455.28,4480,14,2,Embedded,3GL,PHP,COSMIC,Mathematically Intensive Application,IT Management,Re-development,4.13,15.464,14
4189,10.8,135,126.49,16320,17,6,Web,3GL,.Net,NESMA,Business Application,IT Management,New Development,1.35,1.324,17
4190,20.06,340,324.82,11520,8,9,Web,3GL,C#,FiSMA,Mathematically Intensive Application,E-Business,Enhancement,1.67,4.722,8
4191,62.4,780,723.61,7040,11,4,Web,3GL,PHP,NESMA,Infrastructure Software,Transaction System,New Development,4.75,17.727,11
4192,38.0,644,697.18,7680,16,3,Embedded,3GL,C#,IFPUG 4+,Business Application,Human Resources,Not Defined,0.62,13.417,16
4193,18.88,236,213.96,3200,10,2,Embedded,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Internet Banking,New Development,2.88,11.8,10
4194,58.5,975,943.45,3840,8,3,Embedded,3GL,C++,COSMIC,Business Application,IT Management,Not Defined,0.24,40.625,8
4195,33.06,551,496.27,3360,7,3,Mobile,3GL,Java,IFPUG 4+,Business Application,Transaction System,Enhancement,1.28,26.238,7
4196,12.12,202,188.55,2400,5,3,Mobile,3GL,Java,COSMIC,Infrastructure Software,Air Traffic Management,Enhancement,3.51,13.467,5
4197,23.36,292,267.4,7200,15,3,Mobile,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,IT Management,Re-development,1.55,6.489,15
4198,61.04,763,744.89,3840,8,3,Mobile,3GL,Python,COSMIC,Mathematically Intensive Application,Website,Other,3.39,31.792,8
4199,14.6,730,775.65,28160,16,11,Enterprise,4GL,ABAP,IFPUG 4+,Business Application,Human Resources,Other,0.89,4.148,16
4200,11.74,903,915.32,4800,10,3,Enterprise,4GL,SQL,COSMIC,Mathematically Intensive Application,Internet Banking,New Development,1.27,30.1,10
4201,33.84,564,556.2,8960,7,8,Web,3GL,Java,FiSMA,Business Application,Internet Banking,Re-development,0.21,10.071,7
4202,57.2,715,670.21,4800,10,3,Mobile,3GL,ASP.Net,NESMA,Infrastructure Software,Air Traffic Management,Other,3.72,23.833,10
4203,140.01,946,1009.78,8800,11,5,Mobile,3GL,C,NESMA,Mathematically Intensive Application,E-Business,Re-development,2.59,17.2,11
4204,40.16,502,524.12,3840,6,4,Embedded,3GL,Python,IFPUG 4+,Real-Time Application,Website,Enhancement,1.8,20.917,6
4205,19.92,332,322.28,29920,17,11,Web,3GL,C++,IFPUG 4+,Business Application,E-Business,Re-development,1.3,1.775,17
4206,40.7,814,806.07,6240,13,3,Web,3GL,Visual Basic,FiSMA,Mathematically Intensive Application,Air Traffic Management,Re-development,3.87,20.872,13
4207,38.05,761,720.41,7840,7,7,Web,3GL,Visual Basic,FiSMA,Infrastructure Software,Internet Banking,Other,1.6,15.531,7
4208,63.6,795,740.89,19200,12,10,Web,3GL,.Net,FiSMA,Real-Time Application,Website,Not Defined,3.21,6.625,12
4209,27.44,343,338.03,5760,12,3,Embedded,3GL,.Net,COSMIC,Business Application,Air Traffic Management,New Development,1.24,9.528,12
4210,40.26,272,271.34,5760,9,4,Mobile,3GL,C,NESMA,Infrastructure Software,Internet Banking,Re-development,1.47,7.556,9
4211,28.56,357,381.62,4320,9,3,Embedded,3GL,Python,IFPUG 4+,Infrastructure Software,IT Management,Other,4.73,13.222,9
4212,15.6,260,245.35,24960,13,12,Web,3GL,C++,IFPUG 4+,Infrastructure Software,Internet Banking,Other,2.27,1.667,13
4213,10.08,126,122.38,1920,3,4,Embedded,3GL,.Net,COSMIC,Real-Time Application,Website,Other,1.2,10.5,3
4214,55.2,690,642.21,16000,10,10,Web,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,Transaction System,Not Defined,4.01,6.9,10
4215,3.08,154,154.67,14080,11,8,Enterprise,4GL,ABAP,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Other,0.37,1.75,11
4216,16.88,211,196.7,2400,3,5,Web,3GL,PHP,NESMA,Business Application,Human Resources,Re-development,0.48,14.067,3
4217,44.8,560,565.14,8960,4,14,Enterprise,3GL,Python,NESMA,Business Application,IT Management,New Development,0.41,10.0,4
4218,42.16,527,477.93,3840,4,6,Web,3GL,PHP,FiSMA,Real-Time Application,IT Management,Enhancement,2.14,21.958,4
4219,55.36,692,628.47,4320,9,3,Mobile,3GL,Javascript,FiSMA,Mathematically Intensive Application,IT Management,New Development,1.27,25.63,9
4220,30.08,376,355.14,8640,18,3,Web,3GL,PHP,FiSMA,Infrastructure Software,IT Management,Not Defined,4.19,6.963,18
4221,53.7,895,891.16,28160,16,11,Web,3GL,Java,NESMA,Business Application,Transaction System,Other,1.32,5.085,16
4222,33.66,561,537.46,7680,6,8,Web,3GL,C++,FiSMA,Infrastructure Software,Human Resources,New Development,4.32,11.688,6
4223,14.76,738,763.15,16640,13,8,Enterprise,4GL,PowerBuilder,COSMIC,Real-Time Application,Transaction System,Re-development,0.6,7.096,13
4224,8.58,429,429.48,37440,18,13,Enterprise,4GL,PowerBuilder,COSMIC,Mathematically Intensive Application,Internet Banking,New Development,1.49,1.833,18
4225,16.02,267,293.4,3840,3,8,Enterprise,3GL,Java,COSMIC,Mathematically Intensive Application,Air Traffic Management,Enhancement,1.78,11.125,3
4226,11.51,885,961.68,29920,17,11,Enterprise,4GL,SQL,FiSMA,Business Application,IT Management,Enhancement,1.08,4.733,17
4227,12.3,615,658.23,4800,3,10,Enterprise,4GL,ABAP,FiSMA,Infrastructure Software,Internet Banking,Not Defined,0.69,20.5,3
4228,72.88,911,846.67,17280,9,12,Web,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,IT Management,Re-development,2.46,8.435,9
4229,23.36,292,284.43,10080,7,9,Web,3GL,PHP,COSMIC,Real-Time Application,Website,Not Defined,1.22,4.635,7
4230,21.9,365,331.28,38080,17,14,Web,3GL,C++,FiSMA,Infrastructure Software,Transaction System,Not Defined,3.11,1.534,17
4231,58.8,980,890.08,7680,8,6,Web,3GL,Java,COSMIC,Infrastructure Software,Human Resources,Enhancement,3.19,20.417,8
4232,33.12,414,441.84,8960,4,14,Enterprise,3GL,.Net,FiSMA,Infrastructure Software,Air Traffic Management,New Development,1.36,7.393,4
4233,20.88,348,351.29,5120,4,8,Enterprise,3GL,C++,NESMA,Infrastructure Software,E-Business,Re-development,1.03,10.875,4
4234,17.4,290,285.75,6400,4,10,Web,3GL,C++,NESMA,Real-Time Application,Air Traffic Management,Other,2.37,7.25,4
4235,68.32,854,814.74,29920,17,11,Web,3GL,Javascript,COSMIC,Business Application,IT Management,Re-development,0.92,4.567,17
4236,33.65,673,658.2,13600,17,5,Mobile,3GL,Visual Basic,COSMIC,Infrastructure Software,E-Business,Re-development,2.63,7.918,17
4237,28.32,354,340.58,8160,17,3,Web,3GL,PHP,NESMA,Infrastructure Software,E-Business,Re-development,3.75,6.941,17
4238,25.1,502,510.97,5760,12,3,Mobile,3GL,Visual Basic,COSMIC,Real-Time Application,IT Management,Other,2.46,13.944,12
4239,26.48,331,348.6,2880,9,2,Mobile,3GL,Javascript,IFPUG 4+,Real-Time Application,Air Traffic Management,Enhancement,2.91,18.389,9
4240,56.4,940,1021.5,17600,11,10,Enterprise,3GL,Java,IFPUG 4+,Infrastructure Software,Website,Enhancement,2.43,8.545,11
4241,27.04,338,328.69,6240,3,13,Web,3GL,.Net,FiSMA,Business Application,Air Traffic Management,Enhancement,0.31,8.667,3
4242,8.56,107,99.39,14400,15,6,Web,3GL,PHP,IFPUG 4+,Business Application,E-Business,Other,0.99,1.189,15
4243,6.48,108,114.83,4000,5,5,Mobile,3GL,Java,COSMIC,Mathematically Intensive Application,Website,Enhancement,1.25,4.32,5
4244,36.05,721,726.04,5600,7,5,Embedded,3GL,Visual Basic,NESMA,Business Application,Website,New Development,1.24,20.6,7
4245,99.75,674,624.71,17920,8,14,Web,3GL,C,IFPUG 4+,Infrastructure Software,Human Resources,Other,4.42,6.018,8
4246,16.2,810,863.12,10560,6,11,Enterprise,4GL,PowerBuilder,COSMIC,Infrastructure Software,Internet Banking,Re-development,0.32,12.273,6
4247,18.32,229,215.63,4800,6,5,Embedded,3GL,.Net,NESMA,Business Application,Website,Re-development,0.91,7.633,6
4248,28.96,362,381.36,15360,12,8,Enterprise,3GL,.Net,IFPUG 4+,Real-Time Application,Website,Other,2.66,3.771,12
4249,32.64,544,554.56,11200,14,5,Mobile,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Re-development,3.66,7.771,14
4250,29.04,484,500.53,2560,8,2,Mobile,3GL,C++,COSMIC,Business Application,IT Management,Not Defined,0.52,30.25,8
4251,43.92,549,520.72,3840,8,3,Embedded,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Transaction System,Not Defined,2.58,22.875,8
4252,11.6,580,585.91,5760,12,3,Enterprise,4GL,ABAP,COSMIC,Real-Time Application,E-Business,New Development,0.65,16.111,12
4253,52.32,654,714.08,14400,15,6,Enterprise,3GL,ASP.Net,COSMIC,Business Application,E-Business,Not Defined,1.4,7.267,15
4254,11.44,143,134.5,6400,8,5,Embedded,3GL,PHP,NESMA,Real-Time Application,Transaction System,New Development,2.98,3.575,8
4255,7.24,362,369.74,17920,14,8,Enterprise,4GL,PowerBuilder,NESMA,Business Application,Air Traffic Management,New Development,0.5,3.232,14
4256,69.68,871,815.96,8320,13,4,Mobile,3GL,Python,IFPUG 4+,Mathematically Intensive Application,IT Management,Other,3.95,16.75,13
4257,21.2,265,261.66,11200,7,10,Web,3GL,PHP,IFPUG 4+,Business Application,Air Traffic Management,Enhancement,0.78,3.786,7
4258,6.61,112,104.54,4480,14,2,Mobile,3GL,C#,IFPUG 4+,Real-Time Application,IT Management,Other,2.85,4.0,14
4259,129.65,876,797.09,10400,13,5,Embedded,3GL,C,NESMA,Real-Time Application,Human Resources,Not Defined,2.01,13.477,13
4260,72.64,908,889.52,3840,12,2,Mobile,3GL,ASP.Net,COSMIC,Infrastructure Software,Air Traffic Management,Enhancement,3.2,37.833,12
4261,24.13,409,448.57,2240,7,2,Embedded,3GL,C#,FiSMA,Infrastructure Software,E-Business,Enhancement,2.82,29.214,7
4262,15.92,199,183.53,8960,14,4,Embedded,3GL,Python,FiSMA,Mathematically Intensive Application,IT Management,Enhancement,3.63,3.554,14
4263,49.44,838,817.95,9600,15,4,Embedded,3GL,C#,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Enhancement,3.46,13.967,15
4264,8.19,630,648.34,24640,11,14,Enterprise,4GL,SQL,IFPUG 4+,Infrastructure Software,IT Management,Re-development,1.3,4.091,11
4265,31.9,638,599.91,2400,5,3,Mobile,3GL,Visual Basic,COSMIC,Infrastructure Software,Human Resources,New Development,4.87,42.533,5
4266,33.78,563,596.91,3200,4,5,Mobile,3GL,C++,FiSMA,Real-Time Application,Transaction System,Other,1.84,28.15,4
4267,42.64,533,552.81,4160,13,2,Embedded,3GL,PHP,COSMIC,Infrastructure Software,IT Management,Other,3.21,20.5,13
4268,10.76,538,577.58,5120,8,4,Enterprise,4GL,Oracle Forms,NESMA,Real-Time Application,Transaction System,Other,0.66,16.812,8
